"title","author","year_pub","provider","country","crop","uri","curi","nuri"
"El Bab Project: Introduction of Common Vetch in Crop Rotation in El-Bab Survey 2000","Mazid, Ahmed","2020","ICARDA","Syria","wheat,barley","https://hdl.handle.net/20.500.11766.1/FK2/XMHM8J","hdl_20.500.11766.1_FK2_XMHM8J",NA
"IPM of insect pests - Hessian Fly project: Screening of wild species for resistance to Hessian fly experiment 2003","El Bouhssini, Mustapha","2023","ICARDA","Syria","wheat","https://hdl.handle.net/20.500.11766.1/FK2/HK9F2P","hdl_20.500.11766.1_FK2_HK9F2P",NA
"IPM of insect pests - Leafminer project: Selection of spring chickpea for resistance to leafminer experiment 2004","El Bouhssini, Mustapha","2023","ICARDA","Syria","chickpea","https://hdl.handle.net/20.500.11766.1/FK2/1QLJIW","hdl_20.500.11766.1_FK2_1QLJIW",NA
"IPM of insect pests - Leafminer project: Selection of spring chickpea for resistance to leafminer experiment 2003","El Bouhssini, Mustapha","2023","ICARDA","Syria","chickpea","https://hdl.handle.net/20.500.11766.1/FK2/VJTENN","hdl_20.500.11766.1_FK2_VJTENN",NA
"IPM of insect pests - Sunn pest project: Screening of wheat for resistance to Sunn pest experiment 2002","El Bouhssini, Mustapha","2023","ICARDA","Syria","wheat","https://hdl.handle.net/20.500.11766.1/FK2/NGRMGJ","hdl_20.500.11766.1_FK2_NGRMGJ",NA
"IPM of insect pests - Russian Wheat Aphid project: Evaluation of Durum wheat for Russian wheat aphid resistance experiment 2002","El Bouhssini, Mustapha","2023","ICARDA","Syria","wheat","https://hdl.handle.net/20.500.11766.1/FK2/ASUXPN","hdl_20.500.11766.1_FK2_ASUXPN",NA
"IPM of insect pests - Russian Wheat Aphid project: Evaluation of bread wheat for Russian wheat aphid resistance experiment 2002","El Bouhssini, Mustapha","2023","ICARDA","Syria","wheat","https://hdl.handle.net/20.500.11766.1/FK2/C6FXE9","hdl_20.500.11766.1_FK2_C6FXE9",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Apurimac, Peru","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/DTSA6Y","doi_10.21223_DTSA6Y",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Apurimac, Peru (Organoleptic data)","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/F5JJZZ","doi_10.21223_F5JJZZ",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Apurimac, Peru (Participatory Varietal Selection)","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/ZRPRIM","doi_10.21223_ZRPRIM",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Cajamarca, Peru","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/DPANNH","doi_10.21223_DPANNH",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Cajamarca, Peru (Organoleptic data)","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/QEXRNA","doi_10.21223_QEXRNA",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Cajamarca, Peru (Participatory Varietal Selection)","Salas, Elisa","2019","CIP","PER","potato","https://doi.org/10.21223/P3/3DI3GC","doi_10.21223_P3_3DI3GC",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Cusco, Peru","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/0TE2GO","doi_10.21223_0TE2GO",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Cusco, Peru (Organoleptic data)","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/34YNOG","doi_10.21223_34YNOG",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Cusco, Peru (Participatory Varietal Selection)","Salas, Elisa","2019","CIP","PER","potato","https://doi.org/10.21223/P3/QUIKWK","doi_10.21223_P3_QUIKWK",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Huancavelica, Peru","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/T7JUCL","doi_10.21223_T7JUCL",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Huancavelica, Peru (Organoleptic data)","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/0NWTUD","doi_10.21223_0NWTUD",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Huancavelica, Peru (Participatory Varietal Selection)","Salas, Elisa","2019","CIP","PER","potato","https://doi.org/10.21223/P3/8NEIZP","doi_10.21223_P3_8NEIZP",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Huanuco, Peru","Salas, Elisa","2019","CIP","PER","potato","https://doi.org/10.21223/P3/2L9H6Y","doi_10.21223_P3_2L9H6Y",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Junin, Peru","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/WLNBYV","doi_10.21223_WLNBYV",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Junin, Peru (Organoleptic data)","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/WI75PA","doi_10.21223_WI75PA",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Junin, Peru (Participatory Varietal Selection)","Salas, Elisa","2019","CIP","PER","potato","https://doi.org/10.21223/P3/QUOUVY","doi_10.21223_P3_QUOUVY",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in La Libertad, Peru","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/HRLAI0","doi_10.21223_HRLAI0",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in La Libertad, Peru (Organoleptic data)","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/AHKYT3","doi_10.21223_AHKYT3",NA
"Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in La Libertad, Peru (Participatory Varietal Selection)","Salas, Elisa","2019","CIP","PER","potato","https://doi.org/10.21223/P3/U6P3RT","doi_10.21223_P3_U6P3RT",NA
"Dataset for: Potential new bio-fortified potato varieties high in Vitamin C to contribute to food and nutrition security in Cajamarca, Peru","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/R1CBVG","doi_10.21223_R1CBVG",NA
"Dataset for: Potential new bio-fortified potato varieties high in Vitamin C to contribute to food and nutrition security in Cusco, Peru","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/MGSRFH","doi_10.21223_MGSRFH",NA
"Dataset for: Potential new bio-fortified potato varieties high in Vitamin C to contribute to food and nutrition security in Junin, Peru","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/XE9J6Q","doi_10.21223_XE9J6Q",NA
"Dataset for: Potential new bio-fortified potato varieties high Vitamin C to contribute to food and nutrition security in Apurimac, Peru","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/GHJ9K4","doi_10.21223_GHJ9K4",NA
"Dataset for: Potential new bio-fortified potato varieties high Vitamin C to contribute to food and nutrition security in Huancavelica, Peru","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/JSHCJO","doi_10.21223_JSHCJO",NA
"Dataset for: Potential new bio-fortified potato varieties high Vitamin C to contribute to food and nutrition security in La Libertad, Peru","Salas, Elisa","2020","CIP","PER","potato","https://doi.org/10.21223/1E8NLI","doi_10.21223_1E8NLI",NA
"Dataset for: Potential new varieties of biofortified potato with high iron and zinc content, to contribute to food and nutritional security in high Andean family farming","Salas, Elisa","2021","CIP","PER","potato","https://doi.org/10.21223/N11QJS","doi_10.21223_N11QJS",NA
"Dataset for: Stability of resistance and yield of 15 advanced clones across environments in Peru","Gastelo, Manuel","2016","CIP","PER","potato","https://doi.org/10.21223/P3/4FTDO8",NA,"doi_10.21223_P3_4FTDO8"
"Dataset for: Fertilizer application effects on grain abd storage root nutrient concentration","Wortmann, Charles et al 2019","2019","University of Nebraska","Mali, Niger, Nigeria, Tanzania","cowpea, pigeonpea, maize, bean, rice, cassava","https://doi.org/10.5061/dryad.pj76g30",NA,"doi_10.5061_dryad.pj76g30"
"Sustainable Intensification of Low-Input Agriculture Systems in Zambia","International Maize and Wheat Improvement Center (CIMMYT)
Zambia Agricultural Research Institute (ZARI)
Grassroots Trust
Catholic Relief Services (CRS)","2017","AfricaRISING [IFPRI-KM]","Zambia","Groundnuts, pigeonpea, Maize, cowpea, Soyabean, Lablab","https://doi.org/10.7910/DVN/FVEISH",NA,"doi_10.7910_DVN_FVEISH"
"Rapid Characterisation of Farming Systems in Africa RISING - Ghana","Wageningen University and Research (WUR)","2017","AfricaRISING [IFPRI-KM]","Ghana","Multi-crops","https://doi.org/10.7910/DVN/ZH8UZI",NA,"doi_10.7910_DVN_ZH8UZI"
"Malawi: Phosphorus Fertilization in Legume Systems","World Agroforestry Center (ICRAF)
International Center for Tropical Agriculture (CIAT)
Lilongwe University of Agriculture & Natural Resources (LUANAR)","2017","AfricaRISING [IFPRI-KM]","Malawi","soybeans, pigeon peas,","https://doi.org/10.7910/DVN/WRBXUR",NA,"doi_10.7910_DVN_WRBXUR"
"TAMASA Ethiopia Baseline survey 2015","Tesfaye Balemi (CIMMYT)
Mesfin Kebede (CIMMYT)","2019","TAMASA [CIMMYT]","Ethiopia","maize","https://hdl.handle.net/11529/10548215",NA,"hdl_11529_10548215"
"TAMASA Ethiopia Baseline survey_CSA_ 2015","Mesfin Kebede (CIMMYT) ","2019","TAMASA [CIMMYT]","Ethiopia","maize","https://hdl.handle.net/11529/10548216",NA,"hdl_11529_10548216"
"TAMASA NOTs Ethiopia 2015-2016","Rurinda, Jairos (CIMMYT)
Kebede, Mesfin (CIMMYT) ","2019","TAMASA [CIMMYT]","Ethiopia","maize","https://hdl.handle.net/11529/10548239",NA,"hdl_11529_10548239"
"TAMASA Tanzania APS household data for 2016","Chamberlin, Jordan (CIMMYT) ","2019","TAMASA [CIMMYT]","Tanzania","maize","https://hdl.handle.net/11529/10548230",NA,"hdl_11529_10548230"
"TAMASA Tanzania Nutrient Omission Trial (NOT) for 2015/2016 Season","Kenneth Masuki (CIMMYT)","2019","TAMASA [CIMMYT]","Tanzania","maize","https://hdl.handle.net/11529/10548217",NA,"hdl_11529_10548217"
"Nigeria Variety Trial","Aminu, Adnan","2020","TAMASA [CIMMYT]","Nigeria","maize","https://hdl.handle.net/11529/10548312",NA,"hdl_11529_10548312"
"NG 2016 NOTs soil leaf yield database","Rurinda, Jairos (CIMMYT)","2019","TAMASA [CIMMYT]","Nigeria","maize","https://hdl.handle.net/11529/10548245",NA,"hdl_11529_10548245"
"ET_BAko agronomy data_2015","Mesfin Kebede (CIMMYT) 
Tesfaye Balemi (CIMMYT)","2019","TAMASA [CIMMYT]","Ethiopia","maize","https://hdl.handle.net/11529/10548214",NA,"hdl_11529_10548214"
"NG 2015 2016 NOTs soil leaf yield database","Rurinda, Jairos (CIMMYT)
Kebede, Mesfin (CIMMYT) ","2019","TAMASA [CIMMYT]","Tanzania","maize"," https://hdl.handle.net/11529/10548238",NA,"hdl_ 11529_10548238"
"Crop Diversification in Maize-Based Cropping System: Maize-Sesame Intercropping","Kotu, Bekele (International Institute of Tropical Agriculture (IITA))","2017","IFPRI","GHA","maize","doi:10.7910/DVN/8UFV7X",NA,"doi_10.7910_DVN_8UFV7X"
"Intensification of Maize-Legume Based Systems in the Semi-Arid Areas of Tanzania","Okori, Patrick (International Crops Research Institute for the Semi-Arid Tropics (ICRISAT))","2023","IFPRI","TZA","groundnut","doi:10.7910/DVN/LPDFCC",NA,"doi_10.7910_DVN_LPDFCC"
"Implications of Residue Quantity and Quality on Rotational Maize Productivity","Chikowo, Regis (International Institute of Tropical Agriculture (IITA))","2023","IFPRI","MWI","maize","doi:10.7910/DVN/UJIPSW",NA,"doi_10.7910_DVN_UJIPSW"
"Assessing the Effect of Residue Quantity and Quality, and Water Conservation on Maize Productivity and Nitrogen Dynamics on Smallholder Farms in Malawi","Chikowo, Regis (International Institute of Tropical Agriculture (IITA))","2023","IFPRI","MWI","maize","doi:10.7910/DVN/1A6WMD",NA,"doi_10.7910_DVN_1A6WMD"
"Survey of Land and Water Management Practices Over Time on the Productivity and Economic Benefits of Cereal Crops","Zemadim, Birhanu (International Crops Research Institute for the Semi-Arid Tropics (ICRISAT))","2023","IFPRI","TZA","","doi:10.7910/DVN/HIMC9V",NA,"doi_10.7910_DVN_HIMC9V"
"Conservation Agriculture Mother Trials in Malawi","Thierfelder, Christian (International Maize and Wheat Improvement Center (CIMMYT))","2020","IFPRI","TZA","maize","doi:10.7910/DVN/NZW56Q",NA,"doi_10.7910_DVN_NZW56Q"
"Conservation Agriculture Mother Trials in Chipata, Lundazi, and Sinda, Zambia, 2021","Thierfelder, Christian (International Maize and Wheat Improvement Center (CIMMYT))","2022","IFPRI","ZMB","maize","doi:10.7910/DVN/RSGLGB",NA,"doi_10.7910_DVN_RSGLGB"
"Test Climate-Smart Farming Practices for Increasing Productivity of Maize-Legume System Under Variable Weather Conditions","Kihara, Job (International Center for Tropical Agriculture (CIAT))","2021","IFPRI","TZA","","doi:10.7910/DVN/M0XCES",NA,"doi_10.7910_DVN_M0XCES"
"Assessing Benefits of Innovative Approaches Addressing the Pigeon Pea and Common Bean Productivity Within Maize-Based Cropping System and Variable Weather","Kihara, Job (International Center for Tropical Agriculture (CIAT))","2021","IFPRI","TZA","","doi:10.7910/DVN/1GJGZ6",NA,"doi_10.7910_DVN_1GJGZ6"
"Improving Techniques and Technologies of Crops and Forage Production in the Sudanese Zone of Mali","Traore, Kalifa (Institut d’Economie Rurale (IER))","2021","IFPRI","MLI","maize","doi:10.7910/DVN/ZPXBBP",NA,"doi_10.7910_DVN_ZPXBBP"
"Landscape Targeted Crop-Fertilizer Response in the Highlands of Ethiopia","Amede, Tilahun (International Crops Research Institute for the Semi-Arid Tropics (ICRISAT))","2021","IFPRI","ETH","wheat","doi:10.7910/DVN/ZXH0R8",NA,"doi_10.7910_DVN_ZXH0R8"
"Drought Resistance of Maize in Gliricidia-Based Cropping Systems","Kimaro, Anthony (World Agroforestry Centre (ICRAF))","2021","IFPRI","TZA","maize","doi:10.7910/DVN/G4QLNP",NA,"doi_10.7910_DVN_G4QLNP"
"Analysis of Soil Related Constraints for Sustainable Intensification","World Agroforestry Centre (ICRAF  Sokoine University of Agriculture (SUA","2017-07-28T19:45:46Z","Africa RISING Dataverse","","","https://doi.org/10.7910/DVN/METGWF",NA,"doi_10.7910_DVN_METGWF"
"Improved Crop Varieties, Agronomic Practices, Soil Water Conservation Practices","International Maize and Wheat Improvement Center (CIMMYT  International Institute of Tropical Agriculture (IITA  International Center for Tropical Agriculture (CIAT  World Agroforestry Centre (ICRAF  Hombolo Agricultural Research Institute (ARI-Hombolo  Selian Agricultural Research Institute (SARI","2017-08-01T17:33:39Z","Africa RISING Dataverse","","","https://doi.org/10.7910/DVN/Z5ERKE",NA,"doi_10.7910_DVN_Z5ERKE"
"Runoff and Soil Loss Data for Basona, Ethiopian Highlands","International Center for Tropical Agriculture (CIAT  International Water Management Institute (IWMI  Ethiopian Institute of Water Resources (EIWR  Addis Adaba University (AAU  Mekelle University (MU","2018-08-27T14:41:07Z","Africa RISING Dataverse","","","https://doi.org/10.7910/DVN/JVYT2X",NA,"doi_10.7910_DVN_JVYT2X"
"Soil Moisture and Crop Yield Data for Jawe, Ethiopian Highlands","International Center for Tropical Agriculture (CIAT  International Water Management Institute (IWMI  Ethiopian Institute of Water Resources (EIWR  Addis Adaba University (AAU  Mekelle University (MU","2018-08-27T14:42:20Z","Africa RISING Dataverse","","","https://doi.org/10.7910/DVN/YVYGND",NA,"doi_10.7910_DVN_YVYGND"
"Soil Property Data for Four Africa RISING Sites in Ethiopia","International Center for Tropical Agriculture (CIAT","2019-10-03T18:55:21Z","Africa RISING Dataverse","","","https://doi.org/10.7910/DVN/UWLK83",NA,"doi_10.7910_DVN_UWLK83"
"Soil Survey to Characterize 2 Sentinel Sites (CIAT)","International Center for Tropical Agriculture (CIAT  Selian Agricultural Research Institute (SARI","2017-08-01T17:45:53Z","Africa RISING Dataverse","","","https://doi.org/10.7910/DVN/KLPHCG",NA,"doi_10.7910_DVN_KLPHCG"
"Testing of Permanent Raised Bed System for Soil and Water Conversation and Crop Intensification","International Maize and Wheat Improvement Center (CIMMYT  International Center for Agricultural Research in the Dry Areas (ICARDA  International Potato Center (CIP  International Livestock Research Institute (ILRI","2017-08-03T20:13:31Z","Africa RISING Dataverse","","","https://doi.org/10.7910/DVN/VVMFBL",NA,"doi_10.7910_DVN_VVMFBL"
"The Impact of Soil and Water Conservation Technologies in Tanzania","International Institute of Tropical Agriculture (IITA","2021-11-29T17:43:23Z","Africa RISING Dataverse","","","https://doi.org/10.7910/DVN/MA4OWZ",NA,"doi_10.7910_DVN_MA4OWZ"
"Use of Tractor Mounted Ripper Tillage for Enhancing Soil Water Infiltration and Moisture Conservation in Semi-Arid Areas of Central Tanzania","Tanzania Agricultural Research Institute (TARI","2020-11-10T22:56:57Z","Africa RISING Dataverse","","","https://doi.org/10.7910/DVN/CWYN3Q",NA,"doi_10.7910_DVN_CWYN3Q"
"Combined effects of Stylosanthesguianensisfallow and tillage management on upland rice yield, weeds and soils in southern Benin","K. Saito  K. Azoma  S.O. Oikeh","2012-09-06T10:46:50Z","AfricaRice Dataverse","","","https://doi.org/10.7910/DVN/APIRCJ",NA,"doi_10.7910_DVN_APIRCJ"
"Performance of diverse upland rice cultivars in low and high soil fertility conditions in West Africa","Kazuki Saito  Koichi Futakuchi","2012-09-06T14:11:12Z","AfricaRice Dataverse","","","https://doi.org/10.7910/DVN/2XHKHB",NA,"doi_10.7910_DVN_2XHKHB"
"A Soil Bulk Density Pedotransfer Function Based on Machine Learning: A Case Study With The Kellogg Soil Survey Laboratory Database","Ramcharan  Amanda","2016-11-14T19:07:43Z","bulk_density_PTF Dataverse","","","https://doi.org/10.7910/DVN/Y7KGDK",NA,"doi_10.7910_DVN_Y7KGDK"
"Data for \"CAIT-UTC-REG39: FDR Stabilizer Selection Using Simple Soil Tests\"","Orr  David","2022-10-04T11:23:11Z","CAIT-UTC-REG39: FDR Stabilizer Selection Using Simple Soil Tests","","","https://doi.org/10.7910/DVN/4WZUKK",NA,"doi_10.7910_DVN_4WZUKK"
"An integrated approach for understanding the factors that facilitate or constrain the adoption of soil carbon enhancing practices in East Africa, Kenya and Ethiopia.","Ng‚Äôang‚Äôa  Stanley Karanja  Gelaw  Fekadu  Nguru  Wilson Maina  Magambo Kanyenji  George  Girvetz  Evan","2019-10-22T15:09:52Z","CIAT - International Center for Tropical Agriculture Dataverse","","","https://doi.org/10.7910/DVN/QTACSN",NA,"doi_10.7910_DVN_QTACSN"
"An integrated approach for understanding the factors that facilitate or constrain the adoption of soil carbon enhancing practices in East Africa, specifically Western Kenya","Ng‚Äôang‚Äôa  Stanley Karanja  George Magambo  Kanyenji  Jalang'o  Dorcas Anyango  Nguru  Wilson Maina  Girvetz  Evan","2019-07-08T11:23:34Z","CIAT - International Center for Tropical Agriculture Dataverse","","","https://doi.org/10.7910/DVN/HE6CEM",NA,"doi_10.7910_DVN_HE6CEM"
"Assessment of soil and land health at Hallu, Babati, Tanzania","Winowiecki  Leigh","2015-11-17T18:51:51Z","CIAT - International Center for Tropical Agriculture Dataverse","","","https://doi.org/10.7910/DVN/8JMMUZ",NA,"doi_10.7910_DVN_8JMMUZ"
"Cassava Breeding Trials - Edaphoclimatic Zone 2: Lowland Tropics","International Center for Tropical Agriculture","","CIAT - International Center for Tropical Agriculture Dataverse","","","https://doi.org/10.7910/DVN/FBX5DH",NA,"doi_10.7910_DVN_FBX5DH"
"Cassava Diseases Evaluation - Edaphoclimatic Zone 2: Lowland Tropics","International Center for Tropical Agriculture","","CIAT - International Center for Tropical Agriculture Dataverse","","","https://doi.org/10.7910/DVN/WEA83N",NA,"doi_10.7910_DVN_WEA83N"
"Digital mapping of soil properties in the West of Honduras, Central America.","Da Silva  Mayesse  Monserrate  Fredy  Valencia  Jefferson  Quintero  Marcela  Jarvis  Andy","2016-08-26T21:10:21Z","CIAT - International Center for Tropical Agriculture Dataverse","","","https://doi.org/10.7910/DVN/QVXA7U",NA,"doi_10.7910_DVN_QVXA7U"
"Greenhouse gas emissions from soils of a long-term trial in Western Kenya","Sommer  Rolf  Kihara  Job  Bolo  Peter  Kinyua  Michael","2018-12-19T15:10:01Z","CIAT - International Center for Tropical Agriculture Dataverse","","","https://doi.org/10.7910/DVN/SC0VKF",NA,"doi_10.7910_DVN_SC0VKF"
"Household Survey Data on Cost Benefit Analysis of Climate-Smart Soil Practices in Western Kenya","Ng‚Äôang‚Äôa  Stanley Karanja  Mwungu  Chris M  Mwongera  Caroline  Kinyua  Ivy  Notenbaert  An  Girvetz  Evan","2017-09-27T19:19:05Z","CIAT - International Center for Tropical Agriculture Dataverse","","","https://doi.org/10.7910/DVN/K6JQXC",NA,"doi_10.7910_DVN_K6JQXC"
"Land and Soil Health Assessment in the Maringa-Lopori-Wamba (MLW) Landscape, Djolu, Yamboyo, DRC as part of the CARPE Phase II-Sustainable Opportunities for Improving Livelihoods Project","Winowiecki  Leigh  V?•gen  Tor Gunnar  Mulumuma  Janvier  Bashagaluke  Janvier  Vanlauwe  Bernard","2015-01-30T19:15:40Z","CIAT - International Center for Tropical Agriculture Dataverse","","","https://doi.org/10.7910/DVN/28944",NA,"doi_10.7910_DVN_28944"
"Landscape-scale variability of soil health indicators: Effects of cultivation on soil organic carbon in the Usambara Mountains of Tanzania","Winowiecki  Leigh  V?•gen  Tor Gunnar  Lyamchai  Charles  Sayula  George  Msoka  Elizabeth","2015-09-09T22:51:54Z","CIAT - International Center for Tropical Agriculture Dataverse","","","https://doi.org/10.7910/DVN/1YZAQZ",NA,"doi_10.7910_DVN_1YZAQZ"
"Long-term field experiments carried out in savannas and hillsides agroecosystems by Soil Biology (PE-2: Soils project of CIAT)","International Center for Tropical Agriculture","2016-12-13T17:08:58Z","CIAT - International Center for Tropical Agriculture Dataverse","","","https://doi.org/10.7910/DVN/NQ5GDR",NA,"doi_10.7910_DVN_NQ5GDR"
"Long-term field experiments carried out in savannas and hillsides agroecosystems by Soil Physics (PE-2: Soils project of CIAT)","International Center for Tropical Agriculture","2016-11-04T14:07:31Z","CIAT - International Center for Tropical Agriculture Dataverse","","","https://doi.org/10.7910/DVN/WR18SC",NA,"doi_10.7910_DVN_WR18SC"
"Polygon map of soil units with functional properties for Mexico (1:250000)","Delerce  Sylvain Jean","2018-06-06T20:01:07Z","CIAT - International Center for Tropical Agriculture Dataverse","","","https://doi.org/10.7910/DVN/QNMIZR",NA,"doi_10.7910_DVN_QNMIZR"
"Replication Data for: Bean experimental lines selected for tolerance to Drought, high temperatures, low P in the soil, high aluminum in the soil and high content of Fe / Zn in grain.","Raatz  Bodo  Beebe  Stephen","2020-03-26T16:04:13Z","CIAT - International Center for Tropical Agriculture Dataverse","","","https://doi.org/10.7910/DVN/CDBHQW",NA,"doi_10.7910_DVN_CDBHQW"
